                     date     open     high      low    close  volume  CDL3STARSINSOUTH  CDLINVERTEDHAMMER  CDLRISEFALL3METHODS
0     2006-09-25 21:00:00  5.86390  5.88480  5.84340  5.85610   13516                 0                  0                    0
1     2006-09-26 21:00:00  5.85460  5.86170  5.82090  5.85000   14459                 0                  0                    0
2     2006-09-27 21:00:00  5.84460  5.85330  5.81350  5.82910   13169                 0                  0                    0
3     2006-09-28 21:00:00  5.82910  5.83530  5.79170  5.81380   14633                 0                  0                    0
4     2006-09-29 21:00:00  5.81300  5.81300  5.81300  5.81300       2                 0                  0                    0
5     2006-09-30 21:00:00  5.81380  5.81460  5.80520  5.80600     141                 0                  0                    0
6     2006-10-01 21:00:00  5.80600  5.83760  5.79260  5.83490   10328                 0                  0                    0
7     2006-10-02 21:00:00  5.83490  5.83660  5.78590  5.79130   10373                 0                  0                    0
8     2006-10-03 21:00:00  5.79130  5.81610  5.78260  5.81190   12338                 0                  0                    0
9     2006-10-04 21:00:00  5.81190  5.82590  5.79340  5.81010   10872                 0                  0                    0
10    2006-10-05 21:00:00  5.81010  5.82630  5.77420  5.78210   11046                 0                  0                    0
11    2006-10-07 21:00:00  5.78130  5.78470  5.77930  5.77950     155                 0                100                    0
12    2006-10-08 21:00:00  5.78030  5.80560  5.77760  5.79820    9869                 0                  0                    0
13    2006-10-09 21:00:00  5.79820  5.81480  5.78560  5.79900   11777                 0                  0                    0
14    2006-10-10 21:00:00  5.79670  5.81440  5.78140  5.78400   11111                 0                100                    0
15    2006-10-11 21:00:00  5.78320  5.85500  5.77840  5.84860   13096                 0                  0                    0
16    2006-10-12 21:00:00  5.84860  5.86570  5.83340  5.84820   11036                 0                  0                    0
17    2006-10-14 21:00:00  5.84590  5.84740  5.84510  5.84590     153                 0                100                    0
18    2006-10-15 21:00:00  5.84590  5.87430  5.83540  5.86590   10488                 0                  0                    0
19    2006-10-16 21:00:00  5.86590  5.87960  5.85520  5.86300   11044                 0                  0                    0
20    2006-10-17 21:00:00  5.86300  5.87820  5.85330  5.87610   10479                 0                  0                    0
21    2006-10-18 21:00:00  5.87610  5.91850  5.87170  5.91200    9367                 0                  0                    0
22    2006-10-19 21:00:00  5.91120  5.92210  5.89890  5.90440    9270                 0                  0                    0
23    2006-10-20 21:00:00  5.90050  5.90290  5.90050  5.90290       5                 0                  0                    0
24    2006-10-21 21:00:00  5.90250  5.90870  5.90170  5.90410     228                 0                  0                    0
25    2006-10-22 21:00:00  5.90410  5.92910  5.88670  5.89180   10119                 0                  0                    0
26    2006-10-23 21:00:00  5.89180  5.90540  5.88250  5.90200    9119                 0                  0                    0
27    2006-10-24 21:00:00  5.90120  5.93280  5.89430  5.92410   11414                 0                  0                    0
28    2006-10-25 21:00:00  5.92410  5.94800  5.91960  5.94790    9568                 0                  0                    0
29    2006-10-26 21:00:00  5.94790  5.98780  5.93390  5.97550   10681                 0                  0                    0
30    2006-10-28 21:00:00  5.97390  5.97860  5.97390  5.97550     399                 0                  0                    0
31    2006-10-29 22:00:00  5.97470  5.98910  5.96600  5.98250    9273                 0                  0                    0
32    2006-10-30 22:00:00  5.98250  6.03110  5.96990  6.01680   11685                 0                  0                    0
33    2006-10-31 22:00:00  6.01690  6.04010  6.01310  6.02620   12387                 0                  0                    0
34    2006-11-01 22:00:00  6.02620  6.02950  5.99500  6.02130   11216                 0                  0                    0
35    2006-11-02 22:00:00  6.02130  6.02600  5.97850  5.98700   10401                 0                  0                    0
36    2006-11-04 22:00:00  5.98540  5.99040  5.98420  5.98810     681                 0                  0                    0
37    2006-11-05 22:00:00  5.98810  6.00630  5.96920  6.00320    9784                 0                  0                    0
38    2006-11-06 22:00:00  6.00320  6.04220  5.99530  6.02440   10639                 0                  0                    0
39    2006-11-07 22:00:00  6.02460  6.03370  5.97670  5.99870   12306                 0                  0                    0
40    2006-11-08 22:00:00  5.99790  6.00100  5.95270  5.97700   12718                 0                  0                    0
41    2006-11-09 22:00:00  5.97470  5.99320  5.96300  5.97320   11015                 0                  0                    0
42    2006-11-11 22:00:00  5.96850  5.97350  5.96380  5.97270     434                 0                  0                    0
43    2006-11-12 22:00:00  5.97270  5.97710  5.92900  5.93160    9766                 0                  0                    0
44    2006-11-13 22:00:00  5.93160  5.97450  5.93120  5.95810   12034                 0                  0                    0
45    2006-11-14 22:00:00  5.95730  5.96500  5.94370  5.95800   10389                 0                  0                    0
46    2006-11-15 22:00:00  5.95720  5.99390  5.95120  5.96800   11467                 0                  0                    0
47    2006-11-16 22:00:00  5.96800  5.99140  5.95200  5.98800   10521                 0                  0                    0
48    2006-11-18 22:00:00  5.98420  5.99040  5.98180  5.98880     369                 0                  0                    0
49    2006-11-19 22:00:00  5.98960  6.00050  5.97800  5.99820    9130                 0                  0                    0
50    2006-11-20 22:00:00  5.99820  6.00780  5.98180  6.00780    9929                 0                  0                    0
51    2006-11-21 22:00:00  6.00700  6.04710  6.00120  6.03620   10069                 0                  0                    0
52    2006-11-22 22:00:00  6.03620  6.03630  6.01820  6.01820    7859                 0                  0                    0
53    2006-11-23 22:00:00  6.01900  6.06160  6.01890  6.05980    9756                 0                  0                    0
54    2006-11-25 22:00:00  6.05830  6.08360  6.05670  6.08290     820                 0                  0                    0
55    2006-11-26 22:00:00  6.08210  6.08210  6.03670  6.05220   10224                 0                  0                    0
56    2006-11-27 22:00:00  6.05230  6.09780  6.04700  6.09230   11267                 0                  0                    0
57    2006-11-28 22:00:00  6.09310  6.10760  6.07950  6.08990   11184                 0                  0                    0
58    2006-11-29 22:00:00  6.09070  6.14690  6.08430  6.13610   12429                 0                  0                    0
59    2006-11-30 22:00:00  6.13610  6.16240  6.12350  6.13310   12141                 0                  0                    0
60    2006-12-01 22:00:00  6.13390  6.13470  6.13390  6.13470       2                 0                  0                    0
61    2006-12-02 22:00:00  6.13310  6.14330  6.13160  6.14090     516                 0                  0                    0
62    2006-12-03 22:00:00  6.14090  6.14750  6.10130  6.13790   11215                 0                  0                    0
63    2006-12-04 22:00:00  6.13790  6.14050  6.09550  6.11110   11531                 0                  0                    0
